329449695.984,-27837950001.31241,-149311653276.89392,3301362.4267225266,26022.135148636247,-7848.057221926378,-1747.4903706125585
345466095.984,-32611641115.594227,102423719518.23466,3285586278.587093,-36318.880453709404,-11773.925121433518,2170.027995704504
329449695.984,-27837950001.31241,-149311653276.89392,3301362.4267225266,26022.135148636247,-7848.057221926378,-1747.4903706125585
345466095.984,1.2518067258545628e+33,1.0014453806837452e+33,4.576612724529971e+31,7.81578086120902e+25,6.2526246889672165e+25,2.857454062417117e+24
329453295.984,-27744263490.365723,-149339869636.05768,-2989603.20307827,26025.924227343563,-7827.697938173274,-1747.4903918803657
345462495.984,-68125656189.12536,1953788510.771781,19718137224.165894,-20180.851703048163,-46447.439400063144,3378.2334322918205
329622495.984,-23326479570.11502,-150583394421.86267,-298610197.65644455,26188.789311198416,-6871.377853140457,-1746.5302207556224
345293295.984,-24178108205.075336,106172376867.33397,2721034537.8827686,-36755.44284235168,-9044.400233607184,2140.3269952800547
329622495.984,-23326479570.11502,-150583394421.86267,-298610197.65644455,26188.789311198416,-6871.377853140457,-1746.5302207556224
331192095.984,18333217308.245308,-154370393223.32834,-2911968247.1152563,26436.59109376152,1944.875807419171,-1597.15478951038
335890265.059584,119845725751.16475,-90700840121.92032,-8693677162.138742,13787.610306111586,23808.391909407535,-594.9681670009297
337459865.059584,135201698814.95576,-49479916099.4538,-9181947067.817444,5434.551493247547,28366.099251304797,-9.437469295683519
345293295.984,-26314712421.92593,104260957961.44449,2905803059.983398,-36980.42510639086,-10033.917338524212,2132.7097711939014
337459695.984,135376153265.9744,-48882314520.42067,-8770484869.083488,5369.885237821565,28399.35966083537,17.102015700293734
